ReviewedLocationName;City;Country;place_id;latitude;longitude;type;price_level;avg_google_rating;operational_status
Pasaje Dardo Rocha;La Plata;Argentina;pl_id_2384;-34.9141998;-57.9492533;tourist_attraction;;4.4;OPERATIONAL
Heladeria Roma;La Plata;Argentina;pl_id_2385;-34.9050855;-57.9632891;store;2.0;4.6;OPERATIONAL
Museo de La Plata;La Plata;Argentina;pl_id_2386;-34.9088865;-57.9353316;museum;;4.6;OPERATIONAL
Marelli Casa de Comidas;La Plata;Argentina;pl_id_2387;-34.9347193;-57.9564888;convenience_store;2.0;4.6;OPERATIONAL
Monumento a los Cinco Sabios;La Plata;Argentina;pl_id_2388;-34.90907060000001;-57.93659450000001;point_of_interest;;4.6;OPERATIONAL
Monumento Memorial Doctor Rene Favaloro;La Plata;Argentina;pl_id_2389;-34.9098755;-57.9323962;tourist_attraction;;4.6;OPERATIONAL
Bahia Principe Grand El Portillo;República Dominicana;;pl_id_2390;19.3240837;-69.49504449999999;lodging;;4.6;OPERATIONAL
Plaza Hotel;La Rioja;Argentina;pl_id_2391;-29.4133513;-66.8552472;lodging;;3.8;OPERATIONAL
Ocapora All Inclusive Hotel;Porto de Galinhas;Brasil;pl_id_2392;-8.4583158;-34.9872294;lodging;;4.6;OPERATIONAL
Restaurante Club Everton;La Plata;Argentina;pl_id_2393;-34.9304016;-57.9446655;restaurant;1.0;4.1;OPERATIONAL
Fauno Bar;Sorrento;Italia;pl_id_2394;40.6261117;14.3757771;restaurant;2.0;4.4;OPERATIONAL
Melia Habana;Cuba;;pl_id_2395;23.1087646;-82.4426269;lodging;;4.4;OPERATIONAL
Jardin Japones de Escobar;Belen de Escobar;Argentina;pl_id_2396;-34.3524909;-58.79789;park;;4.4;OPERATIONAL
Velvet;Buenos Aires;Argentina;pl_id_2397;-34.5523156;-58.4652209;night_club;2.0;3.1;OPERATIONAL
;Berazategui;Argentina;pl_id_2398;-34.5917396;-58.42734949999999;bar;;4.2;OPERATIONAL
Cafe Sur;Berazategui;Argentina;pl_id_2399;-34.7565895;-58.20837539999999;cafe;2.0;4.4;OPERATIONAL
Latin Adventures;Quito;Ecuador;pl_id_2400;-0.2035821;-78.48513849999999;point_of_interest;;4.5;OPERATIONAL
El Polo;Quilmes;Argentina;pl_id_2401;-34.7183612;-58.25861390000001;food;2.0;4.5;OPERATIONAL
Puerto Piramides;Puerto Piramides;Argentina;pl_id_2402;-42.5701796;-64.2787391;locality;;;
Big Bus Paris;París;Francia;pl_id_2403;48.8652762;2.334398;point_of_interest;;4.0;OPERATIONAL
Las Canas;Buenos Aires;Argentina;pl_id_2404;-34.6049001;-58.3894698;restaurant;2.0;4.4;OPERATIONAL
Puerto Pirata Aldea de Pescadores;Ushuaia;Argentina;pl_id_2405;-54.87997069999999;-67.7192931;restaurant;1.0;4.8;CLOSED_TEMPORARILY
Fuegos Sabores;Aguas Verdes;Argentina;pl_id_2406;-36.6371686;-56.68573559999999;restaurant;;5.0;CLOSED_PERMANENTLY
;Barcelona;España;pl_id_2407;41.3952357;2.1244501;restaurant;2.0;3.8;OPERATIONAL
Park Guell;Barcelona;España;pl_id_2408;41.4144948;2.1526945;park;;4.4;OPERATIONAL
In Out Barcelona Tours;Barcelona;España;pl_id_2409;41.3801675;2.1746499;travel_agency;;4.7;OPERATIONAL
Lago y Dique del Fuerte;Tandil;Argentina;pl_id_2410;-37.34287270000001;-59.1301286;tourist_attraction;;4.7;OPERATIONAL
Terraxa;Tandil;Argentina;pl_id_2411;-37.32425;-59.137801;cafe;2.0;4.2;OPERATIONAL
Asador el Criollo;Tandil;Argentina;pl_id_2412;-37.3257948;-59.13717269999999;restaurant;2.0;4.3;OPERATIONAL
Epoca de Quesos;Tandil;Argentina;pl_id_2413;-37.327844;-59.1408292;store;;4.3;OPERATIONAL
Rana Baris;Tandil;Argentina;pl_id_2414;-37.327959;-59.1372802;restaurant;2.0;4.0;CLOSED_PERMANENTLY
Restaurant la Aldea Parrilla;Tandil;Argentina;pl_id_2415;-37.3390339;-59.13157380000001;restaurant;2.0;4.3;OPERATIONAL
Syquet;Tandil;Argentina;pl_id_2416;-37.3241776;-59.1380842;liquor_store;;4.5;OPERATIONAL
Korner Resto Cafe;Berazategui;Argentina;pl_id_2417;-34.760187;-58.20653040000001;restaurant;2.0;4.0;OPERATIONAL
Barco Islas Cies Cruceros Rias Baixas;Vigo;España;pl_id_2418;42.2406965;-8.725714;travel_agency;;4.6;OPERATIONAL
Parque Monte del Castro;Vigo;España;pl_id_2419;42.2323294;-8.7260303;natural_feature;;4.7;
Islas Cies;Islas Cíes;España;pl_id_2420;42.214554;-8.905221599999999;archipelago;;4.7;
Ac Hotel Palacio Universal;Vigo;España;pl_id_2421;42.2401042;-8.7246734;lodging;;4.3;OPERATIONAL
Cais da Ribeira;Oporto;Portugal;pl_id_2422;41.1406471;-8.6111858;route;;4.8;
Sao Bento Railway Station;Oporto;Portugal;pl_id_2423;41.145492;-8.609544;train_station;;4.7;OPERATIONAL
Livraria Lello;Oporto;Portugal;pl_id_2424;41.1468104;-8.6148718;book_store;;4.1;OPERATIONAL
Restaurant del Club Atenas;La Plata;Argentina;pl_id_2425;-34.9251768;-57.9498894;restaurant;2.0;4.5;OPERATIONAL
Broadway;Nueva York;Estado de Nueva York;pl_id_2426;40.7594328;-73.9851453;route;;4.7;
The National 9 11 Memorial Museum;Nueva York;Estado de Nueva York;pl_id_2427;40.7115776;-74.0133362;park;;4.8;OPERATIONAL
Chelsea Savoy Hotel;Nueva York;Estado de Nueva York;pl_id_2428;40.74410719999999;-73.9959847;lodging;;4.1;OPERATIONAL
Praia das Laranjeiras;Balneario Camboriu;Brasil;pl_id_2429;-26.9971859;-48.5908443;natural_feature;;4.6;OPERATIONAL
Cristo Luz;Balneario Camboriu;Brasil;pl_id_2430;-26.9857325;-48.64537;tourist_attraction;;4.5;OPERATIONAL
Parque Unipraias Camboriu;Balneario Camboriu;Brasil;pl_id_2431;-27.004969;-48.6033202;tourist_attraction;;4.8;OPERATIONAL
D Sintra Hotel;Balneario Camboriu;Brasil;pl_id_2432;-26.9789321;-48.63550069999999;lodging;;4.5;OPERATIONAL
Mayan Palace Riviera Maya;Playa Paraíso;México;pl_id_2433;20.7675587;-86.9552854;lodging;;4.4;OPERATIONAL
Howard Johnson Plaza Jujuy;San Salvador de Jujuy;Argentina;pl_id_2434;-24.1832185;-65.305073;lodging;;4.4;OPERATIONAL
Don Clemente;La Plata;Argentina;pl_id_2435;-34.9518398;-58.000648;restaurant;2.0;4.3;OPERATIONAL
Holiday Inn Express Suites Miami kendall By Ihg;Kendall;Florida;pl_id_2436;25.646189;-80.412464;lodging;;4.3;OPERATIONAL
Hotel Luz y Fuerza Villa Giardino;Villa Giardino;Argentina;pl_id_2437;-31.0522684;-64.5046332;lodging;;4.0;OPERATIONAL
Lago del Desierto;Provincia de Santa Cruz;Argentina;pl_id_2438;-49.037222;-72.86472189999999;natural_feature;;4.8;
Hosteria El Alamo;El Chalten;Argentina;pl_id_2439;-49.3289657;-72.8882557;lodging;;4.3;OPERATIONAL
El Figaro;Cuba;;pl_id_2440;-34.5829195;-58.45280219999999;hair_care;;4.7;OPERATIONAL
Teniente Rey 360;Cuba;;pl_id_2441;23.1359299;-82.354976;restaurant;;4.7;OPERATIONAL
Old Havana;Cuba;;pl_id_2442;23.1528269;-82.3072013;administrative_area_level_2;;;
Hc Tours Havana;Cuba;;pl_id_2443;27.5027463;-82.5022907;travel_agency;;5.0;OPERATIONAL
Museu Nacional de Belas Artes de Cuba;Cuba;;pl_id_2444;23.1401174;-82.35768449999999;tourist_attraction;;4.5;OPERATIONAL
Cuba Classic Tours;Cuba;;pl_id_2445;23.1392181;-82.3967303;point_of_interest;;5.0;OPERATIONAL
San Francisco de Asis Square;Cuba;;pl_id_2446;23.1374667;-82.34855999999999;tourist_attraction;;4.6;OPERATIONAL
Catedral de la Virgen Maria de la Concepcion Inmaculada de La Habana;Cuba;;pl_id_2447;23.141137;-82.3518122;tourist_attraction;;4.7;OPERATIONAL
Plaza de Armas;Cuba;;pl_id_2448;23.140258;-82.350037;point_of_interest;;4.6;OPERATIONAL
El Morro;Cuba;;pl_id_2449;23.1500711;-82.3565416;tourist_attraction;;4.6;OPERATIONAL
Taquechel Pharmacy Museum;Cuba;;pl_id_2450;23.139297;-82.3507529;pharmacy;;4.6;OPERATIONAL
Paseo del Prado;Cuba;;pl_id_2451;23.1453358;-82.3584733;lodging;;3.7;OPERATIONAL
El Capitolio;Cuba;;pl_id_2452;23.1349853;-82.3596036;city_hall;;4.6;OPERATIONAL
Steak House Pound Shijo Kawaramachi;Kioto;Japón;pl_id_2453;35.0039378;135.7699958;bar;2.0;4.2;CLOSED_TEMPORARILY
Skybar 45 Times Barcelona;Barcelona;España;pl_id_2454;41.3878233;2.1692654;bar;2.0;4.1;OPERATIONAL
3 Focs;Barcelona;España;pl_id_2455;41.3902599;2.1598435;restaurant;2.0;4.6;OPERATIONAL
La Tia Juana Cartagena;Cartagena;España;pl_id_2456;37.6034528;-0.9882847;restaurant;;4.2;CLOSED_PERMANENTLY
Marisqueria La Marina;Cartagena;España;pl_id_2457;37.5982663;-0.9722897;restaurant;1.0;4.4;OPERATIONAL
O Polar;Madeira;Portugal;pl_id_2458;32.6522204;-16.9721551;restaurant;1.0;4.7;OPERATIONAL
La Ao Fundo;Madeira;Portugal;pl_id_2459;32.6472963;-16.8993126;restaurant;2.0;4.6;OPERATIONAL
Taberna Ruel;Madeira;Portugal;pl_id_2460;32.6480634;-16.9017147;restaurant;2.0;4.3;OPERATIONAL
Cozinha a Lenha;Madeira;Portugal;pl_id_2461;32.7490487;-17.1173998;restaurant;2.0;4.0;CLOSED_PERMANENTLY
Restaurante El Pasaje;Santiago de Compostela;España;pl_id_2462;42.87754210000001;-8.5456817;restaurant;3.0;3.5;OPERATIONAL
Fukasawa;Santiago;Chile;pl_id_2463;-33.3987084;-70.598512;restaurant;;4.5;OPERATIONAL
La Bola;Madrid;España;pl_id_2464;40.4200089;-3.7104734;restaurant;2.0;4.2;OPERATIONAL
Mestizo;Santiago;Chile;pl_id_2465;-33.3942718;-70.5999298;restaurant;3.0;4.4;OPERATIONAL
Destiny Caribbean Tours;República Dominicana;;pl_id_2466;18.6965809;-68.4398649;travel_agency;;4.7;OPERATIONAL
Oggi Officina Gelato Gusto Italiano;Santiago;Chile;pl_id_2467;-33.421926;-70.60296699999999;bakery;2.0;4.6;OPERATIONAL
El Club de la Milanesa;Mendoza;Argentina;pl_id_2468;-32.8918202;-68.8567788;restaurant;2.0;3.9;OPERATIONAL
Cafe Haussmann;Puerto Varas;Chile;pl_id_2469;-41.3180501;-72.984982;restaurant;2.0;4.4;OPERATIONAL
Tavola;Nueva York;Estado de Nueva York;pl_id_2470;40.7554185;-73.9945485;restaurant;2.0;4.3;OPERATIONAL
Zanzibar;Santiago;Chile;pl_id_2471;-33.3816184;-70.5796585;restaurant;3.0;4.5;OPERATIONAL
Dressel Divers Playa Paraiso;Playa del Carmen;México;pl_id_2472;20.7600682;-86.95561939999999;travel_agency;;4.2;OPERATIONAL
Iberostar Selection Paraiso Maya Suites;Playa Paraíso;México;pl_id_2473;20.7578835;-86.9648766;lodging;;4.8;OPERATIONAL
Moritz Eis Casacostanera;Santiago;Chile;pl_id_2474;-33.3978695;-70.6018941;store;;4.8;OPERATIONAL
Portofino Restaurant;Valparaiso;Chile;pl_id_2475;-33.0311777;-71.5876313;restaurant;3.0;4.6;OPERATIONAL
Los Hornitos del Molle;El Molle;Chile;pl_id_2476;-29.9793233;-70.952345;restaurant;2.0;4.6;OPERATIONAL
Restaurant Turistico Algarrobo;Algarrobo;Chile;pl_id_2477;-33.3585154;-71.6630605;restaurant;;3.6;OPERATIONAL
Santa Prisca de Taxco;Taxco;México;pl_id_2478;18.5563431;-99.6049177;tourist_attraction;;4.8;OPERATIONAL
Barandiaran;Santiago;Chile;pl_id_2479;-33.4314599;-70.6187116;restaurant;2.0;4.4;OPERATIONAL
Shopping Tijuca;Río de Janeiro;Brasil;pl_id_2480;-22.9219678;-43.2352235;shopping_mall;;4.5;OPERATIONAL
Praia do Forte;Cabo Frio;Brasil;pl_id_2481;-22.8913293;-42.0234273;natural_feature;;4.8;OPERATIONAL
Pousada dos Tangaras;Búzios;Brasil;pl_id_2482;-22.7788056;-41.9154126;lodging;;4.7;OPERATIONAL
Brava Beach;Cabo Frio;Brasil;pl_id_2483;-22.8838684;-41.9978746;natural_feature;;4.7;OPERATIONAL
El Ferroviario Alta Gracia;Alta Gracia;Argentina;pl_id_2484;-31.6503654;-64.4428808;bar;2.0;4.5;OPERATIONAL
Blas de Rosales;La Falda;Argentina;pl_id_2485;-31.1066162;-64.4829501;restaurant;2.0;4.7;OPERATIONAL
Geronimo;La Cumbre;Argentina;pl_id_2486;-30.9838708;-64.46051539999999;tourist_attraction;;4.5;OPERATIONAL
Viva la Pepa patisserie;La Cumbre;Argentina;pl_id_2487;-30.9944687;-64.4819048;cafe;2.0;4.5;OPERATIONAL
Casa Caraffa;La Cumbre;Argentina;pl_id_2488;-30.9817989;-64.49384049999999;restaurant;2.0;4.4;OPERATIONAL
Pachamama Almacen Naturista;La Falda;Argentina;pl_id_2489;-31.0929927;-64.4811637;grocery_or_supermarket;2.0;4.7;OPERATIONAL
La Parrilla de Raul;La Falda;Argentina;pl_id_2490;-31.0921272;-64.4866545;restaurant;2.0;4.4;OPERATIONAL
Restaurante La Passion;Rio Ceballos;Argentina;pl_id_2491;-31.1621946;-64.3013192;restaurant;2.0;4.5;OPERATIONAL
Le Soleil Apart Hotel;Colon;Argentina;pl_id_2492;-32.223034;-58.1350308;lodging;;4.7;OPERATIONAL
Apart Hotel Las Hadas Carilo;Carilo;Argentina;pl_id_2493;-37.166786;-56.896615;lodging;;4.4;OPERATIONAL
Magic Kingdom Park;Bay Lake;Florida;pl_id_2494;28.4188163;-81.5817689;tourist_attraction;;4.6;OPERATIONAL
Disney s All Star Sports Resort;Orlando;Florida;pl_id_2495;28.3436338;-81.57524049999999;lodging;;4.4;OPERATIONAL
The Broadmoor Miami Beach;Miami Beach;Florida;pl_id_2496;25.8605545;-80.12022019999999;lodging;;2.7;OPERATIONAL
Hotel Catalinas Tucuman;San Miguel de Tucuman;Argentina;pl_id_2497;-26.8274937;-65.19362640000001;lodging;;4.2;OPERATIONAL
Demetria;Buenos Aires;Argentina;pl_id_2498;-34.543936;-58.4748732;restaurant;2.0;4.3;OPERATIONAL
Bodegon Nunez;Buenos Aires;Argentina;pl_id_2499;-34.5483444;-58.458296;restaurant;2.0;4.1;OPERATIONAL
Hotel Laboulaye;Laboulaye;Argentina;pl_id_2500;-34.13247;-63.3910321;lodging;;4.3;OPERATIONAL
Bodega Tierras Altas;Lujan de Cuyo;Argentina;pl_id_2501;-32.979925;-68.84670299999999;restaurant;;4.7;OPERATIONAL
The Royal Haciendas All Suites Resort Spa;Playa del Carmen;México;pl_id_2502;20.6561998;-87.0424944;lodging;;4.6;OPERATIONAL
Aldea Corazon;Playa del Carmen;México;pl_id_2503;20.6285301;-87.0709273;restaurant;2.0;4.4;OPERATIONAL
;Cuba;;pl_id_2504;-34.5917396;-58.42734949999999;bar;;4.2;OPERATIONAL
Parque el Cubano;Cuba;;pl_id_2505;21.8281753;-80.0017467;tourist_attraction;;4.5;OPERATIONAL
La Canchanchara;Cuba;;pl_id_2506;21.8062476;-79.9853792;bar;1.0;4.3;OPERATIONAL
Memories Trinidad Del Mar;Cuba;;pl_id_2507;21.7380348;-80.0018517;lodging;;3.4;OPERATIONAL
El Vivero;Montevideo;Uruguay;pl_id_2508;-34.8808993;-56.062497;restaurant;;2.7;OPERATIONAL
Posada del Pinguino;Ushuaia;Argentina;pl_id_2509;-54.8062474;-68.3075234;lodging;;4.0;OPERATIONAL
Panaderia y Confiteria Don Luis;El Calafate;Argentina;pl_id_2510;-50.338511;-72.2728132;bakery;2.0;4.5;OPERATIONAL
Kamba Restaurant;El Calafate;Argentina;pl_id_2511;-50.3369198;-72.2662897;restaurant;2.0;4.2;OPERATIONAL
La Casona;Rio Gallegos;Argentina;pl_id_2512;-51.6216319;-69.2176458;cafe;;4.0;OPERATIONAL
Krund Ushuaia;Ushuaia;Argentina;pl_id_2513;-54.8047863;-68.3028403;bar;2.0;4.3;OPERATIONAL
Laguna Azul;Rio Gallegos;Argentina;pl_id_2514;-51.62996279999999;-69.2296317;route;;;
Cafe Dali;Ushuaia;Argentina;pl_id_2515;-54.8067375;-68.3057412;bar;2.0;4.0;CLOSED_PERMANENTLY
Van Gogh;Ushuaia;Argentina;pl_id_2516;-54.8061453;-68.3034017;bar;2.0;4.3;CLOSED_PERMANENTLY
Hotel Athos;Buenos Aires;Argentina;pl_id_2517;-34.6220765;-58.3825358;lodging;;3.9;OPERATIONAL
;Florencia;Italia;pl_id_2518;43.7705948;11.2435774;point_of_interest;;4.8;OPERATIONAL
Puerto Mitre Pizza Bar;Comodoro Rivadavia;Argentina;pl_id_2519;-45.8636224;-67.48314959999999;restaurant;2.0;4.5;OPERATIONAL
Plaza San Martin;Rio Gallegos;Argentina;pl_id_2520;-51.6231107;-69.2160753;tourist_attraction;;4.2;OPERATIONAL
Tiempo Libre;Ushuaia;Argentina;pl_id_2521;-54.8080443;-68.3115535;travel_agency;;4.3;OPERATIONAL
;Sucre;Bolivia;pl_id_2522;-19.0359178;-65.2578384;restaurant;2.0;3.9;OPERATIONAL
Valle de las Animas;La Paz;Bolivia;pl_id_2523;-16.5350922;-68.0223243;tourist_attraction;;4.4;OPERATIONAL
Iskay Boutique Hostel;La Paz;Bolivia;pl_id_2524;-16.4959847;-68.138697;lodging;;4.0;OPERATIONAL
Jiwaki;La Paz;Bolivia;pl_id_2525;-16.4976845;-68.138843;travel_agency;;4.5;OPERATIONAL
Tres Marias Excursiones;Ushuaia;Argentina;pl_id_2526;-54.8073221;-68.3023963;travel_agency;;4.8;OPERATIONAL
Cerro Guanaco;Ushuaia;Argentina;pl_id_2527;-54.8172907;-68.5106693;park;;4.8;OPERATIONAL
Guias del Sur Mountain Specialists;Ushuaia;Argentina;pl_id_2528;-54.7989167;-68.37035569999999;travel_agency;;4.6;OPERATIONAL
Antarctica Hostel;Ushuaia;Argentina;pl_id_2529;-54.80386009999999;-68.3008273;lodging;;4.7;OPERATIONAL
Pachamama;San Cristóbal de las Casas;México;pl_id_2530;16.737553;-92.6329754;restaurant;2.0;4.5;OPERATIONAL
Templo de Santa Maria Tonantzintla;San Andrés Cholula;México;pl_id_2531;19.0297809;-98.3195624;tourist_attraction;;4.7;OPERATIONAL
Casa Real Poblana;Puebla;México;pl_id_2532;19.045;-98.1954227;restaurant;2.0;4.2;OPERATIONAL
Zona Arqueologica De Teotihuacan;San Juan Teotihuacán;México;pl_id_2533;19.6881192;-98.8463287;point_of_interest;;4.7;OPERATIONAL
Cerro Santa Lucia;Santiago;Chile;pl_id_2534;-33.4402778;-70.6433333;natural_feature;;4.6;
Hotel Marbella Resort;Zapallar;Chile;pl_id_2535;-32.6664029;-71.4348387;lodging;;4.2;OPERATIONAL
Antigua Casa de Gobierno;Ushuaia;Argentina;pl_id_2536;-54.8070368;-68.3040446;museum;;4.3;OPERATIONAL
Honecker Chocolates;Ushuaia;Argentina;pl_id_2537;-54.8079191;-68.31017969999999;store;;3.8;OPERATIONAL
Pena La Vieja Estacion;Salta;Argentina;pl_id_2538;-24.7790674;-65.4114888;restaurant;2.0;4.5;OPERATIONAL
Fabric Sushi Pinamar;Pinamar;Argentina;pl_id_2539;-37.1165494;-56.8561484;restaurant;3.0;4.0;CLOSED_TEMPORARILY
Hotel Del Bosque;Pinamar;Argentina;pl_id_2540;-37.1110877;-56.8718058;spa;;4.0;OPERATIONAL
Village de las Pampas Apart Hotel Boutique;Mar de las Pampas;Argentina;pl_id_2541;-37.328052;-57.02000109999999;lodging;;4.5;OPERATIONAL
Hotel La Granja;La Granja;Argentina;pl_id_2542;-31.009003;-64.2686002;lodging;;4.2;OPERATIONAL
Cabanas San Andres;Puerto Iguazú;Argentina;pl_id_2543;-25.6198062;-54.5587999;lodging;;4.5;OPERATIONAL
;Oaxaca;México;pl_id_2544;17.0739368;-96.7255994;restaurant;;4.9;OPERATIONAL
Wild Santiago Hostel;Santiago;Chile;pl_id_2545;-33.4329243;-70.6336642;lodging;;2.9;OPERATIONAL
Hostal Vista Hermosa 26;Viña del Mar;Chile;pl_id_2546;-33.0241255;-71.562435;lodging;;4.1;OPERATIONAL
Freddo;Ushuaia;Argentina;pl_id_2547;-54.8054688;-68.30140039999999;store;3.0;4.3;OPERATIONAL
Cafe Puquen;Santiago;Chile;pl_id_2548;-33.4317332;-70.6351376;cafe;;4.8;CLOSED_PERMANENTLY
Sian Ka an Biosphere Reserve;Quintana Roo;México;pl_id_2549;19.8509509;-87.63934309999999;tourist_attraction;;4.6;OPERATIONAL
Restaurant Delicias;Cancún;México;pl_id_2550;21.1370719;-86.872929;restaurant;1.0;4.3;OPERATIONAL
Restaurante Colonial;Mérida;México;pl_id_2551;20.969797;-89.623725;restaurant;;4.4;OPERATIONAL
Montevideo Al Sur;Montevideo;Uruguay;pl_id_2552;;;;;;
I Italiano Trattoria Calle Quaglia;Montevideo;Uruguay;pl_id_2553;-41.1327951;-71.3170619;restaurant;2.0;4.4;OPERATIONAL
La Esquina;San Carlos de Bariloche;Argentina;pl_id_2554;-41.1345214;-71.3094711;restaurant;2.0;3.9;OPERATIONAL
Madeiro Beach;San Carlos de Bariloche;Argentina;pl_id_2555;-6.223411899999999;-35.0711376;lodging;;4.6;OPERATIONAL
Auditorio del Sodre;Praia de Pipa;Brasil;pl_id_2556;-6.2268032;-35.045025;natural_feature;;4.7;OPERATIONAL
Cafe e Padaria Central;Montevideo;Uruguay;pl_id_2557;-34.914336;-56.15895829999999;cafe;2.0;4.0;OPERATIONAL
Lampiao;Praia de Pipa;Brasil;pl_id_2558;-6.2280715;-35.0511515;restaurant;3.0;4.4;OPERATIONAL
Aqui e agora;Praia de Pipa;Brasil;pl_id_2559;-6.2282929;-35.0506149;bar;;2.6;OPERATIONAL
Tche Andre Churrascaria;Praia de Pipa;Brasil;pl_id_2560;-6.2300375;-35.050316;restaurant;2.0;3.7;CLOSED_PERMANENTLY
Teatro Solis;Praia de Pipa;Brasil;pl_id_2561;-34.9075886;-56.2011427;point_of_interest;;4.8;OPERATIONAL
Playa Paraiso;Montevideo;Uruguay;pl_id_2562;-34.9163774;-56.16973729999999;natural_feature;;4.0;OPERATIONAL
Iglesia de las Carmelitas;Tulum;México;pl_id_2563;20.209499;-87.46280449999999;church;;4.6;OPERATIONAL
Francis Restaurant;Montevideo;Uruguay;pl_id_2564;-34.9194038;-56.1599035;restaurant;3.0;4.6;OPERATIONAL
Olivicola Maguay;Maipu;Argentina;pl_id_2565;-33.0024115;-68.7957519;tourist_attraction;;4.7;OPERATIONAL
Entre Dos Alfajores Premium Colonia Suiza;Lujan de Cuyo;Argentina;pl_id_2566;-33.0449536;-69.073144;restaurant;2.0;4.4;OPERATIONAL
Vallecito;Potrerillos;Argentina;pl_id_2567;-32.9742095;-69.3586364;point_of_interest;;4.6;OPERATIONAL
Embalse de Potrerillos;Potrerillos;Argentina;pl_id_2568;-32.995;-69.125833;premise;;;
El Pinar en La Ventana;Potrerillos;Argentina;pl_id_2569;-33.017659;-69.30397169999999;lodging;;4.3;OPERATIONAL
Museo de la Patagonia;San Carlos de Bariloche;Argentina;pl_id_2570;-41.1333868;-71.3097323;museum;;4.5;OPERATIONAL
Museo De Antropologia En Salta;Salta;Argentina;pl_id_2571;-24.7864669;-65.3975823;tourist_attraction;;4.6;OPERATIONAL
El Rancho;Cafayate;Argentina;pl_id_2572;-26.0737501;-65.9755983;restaurant;2.0;4.1;OPERATIONAL
Kaupe restaurant;Ushuaia;Argentina;pl_id_2573;-54.803327;-68.3060821;restaurant;3.0;4.7;OPERATIONAL
Lopez;General Roca;Argentina;pl_id_2574;-39.0327996;-67.5754673;restaurant;2.0;4.4;OPERATIONAL
Museo Chileno de Arte Precolombino;Santiago;Chile;pl_id_2575;-33.4388495;-70.6523823;museum;;4.7;OPERATIONAL
Parque Arauco;Santiago;Chile;pl_id_2576;-33.4010082;-70.57695369999999;shopping_mall;;4.5;OPERATIONAL
P F Chang s;Santiago;Chile;pl_id_2577;-33.4139442;-70.6001521;restaurant;3.0;4.1;OPERATIONAL
Rosso Italiano;Santiago;Chile;pl_id_2578;-33.4171977;-70.605706;restaurant;;3.9;OPERATIONAL
Radisson Blu Plaza El Bosque Santiago;Santiago;Chile;pl_id_2579;-33.4030152;-70.5696256;lodging;;4.4;OPERATIONAL
Latin Grill;Santiago;Chile;pl_id_2580;-33.4001106;-70.5740606;restaurant;;4.6;OPERATIONAL
Hotel Intersur Recoleta;Buenos Aires;Argentina;pl_id_2581;-34.5892331;-58.38961579999999;lodging;;4.4;OPERATIONAL
Loi Suites Recoleta Hotel;Buenos Aires;Argentina;pl_id_2582;-34.5894544;-58.392415;lodging;;4.5;OPERATIONAL
La Vizkaya;Bahia Blanca;Argentina;pl_id_2583;-38.722764;-62.255653;restaurant;2.0;4.3;CLOSED_TEMPORARILY
El Modesto;Bahia Blanca;Argentina;pl_id_2584;-38.70953009999999;-62.2676416;restaurant;2.0;4.2;OPERATIONAL
Sushi And Wok;Bahia Blanca;Argentina;pl_id_2585;-38.705324;-62.26071280000001;restaurant;2.0;4.5;OPERATIONAL
Heladeria Le Pomm;Bahia Blanca;Argentina;pl_id_2586;-38.71045489999999;-62.265259;food;3.0;4.2;OPERATIONAL
Hotel Sainte Jeanne;Mar del Plata;Argentina;pl_id_2587;-38.0153814;-57.54131379999999;bar;;4.6;OPERATIONAL
Bar Restaurant America;República Dominicana;;pl_id_2588;18.4715526;-69.88929139999999;restaurant;;4.4;OPERATIONAL
Maraca;República Dominicana;;pl_id_2589;18.4718722;-69.88748410000001;restaurant;3.0;4.6;OPERATIONAL
El Buho Eatery;República Dominicana;;pl_id_2590;18.4722063;-69.8857941;restaurant;2.0;4.7;OPERATIONAL
Restaurant Don Salvador;Salta;Argentina;pl_id_2591;-24.788536;-65.405361;restaurant;;4.8;OPERATIONAL
Casal de Catalunya;Buenos Aires;Argentina;pl_id_2592;-34.618116;-58.37594850000001;restaurant;2.0;4.4;OPERATIONAL
El Remanso;Buenos Aires;Argentina;pl_id_2593;-34.6184697;-58.37653209999999;food;;4.4;OPERATIONAL
Cafe La Poesia;Buenos Aires;Argentina;pl_id_2594;-34.6161399;-58.37319449999999;bar;2.0;4.4;OPERATIONAL
The Fifth Season;Port Jefferson;Estado de Nueva York;pl_id_2595;40.9476019;-73.0682841;bar;3.0;4.6;OPERATIONAL
Salumeria Treviso;Berlín;Alemania;pl_id_2596;52.4875005;13.3493464;grocery_or_supermarket;;4.3;OPERATIONAL
;Santiago;Chile;pl_id_2597;-33.426848;-70.612612;point_of_interest;;0.0;OPERATIONAL
Uma Travel;Salta;Argentina;pl_id_2598;-24.7853528;-65.4024441;travel_agency;;4.2;OPERATIONAL
Museo Casa de Arias Rengel;Salta;Argentina;pl_id_2599;-24.7900199;-65.41256729999999;museum;;4.5;OPERATIONAL
Limbo One;Salta;Argentina;pl_id_2600;-24.7787262;-65.4112117;restaurant;;3.1;OPERATIONAL
Cafe del Tiempo;Salta;Argentina;pl_id_2601;-24.7784407;-65.4113947;restaurant;2.0;4.3;OPERATIONAL
Museo Casa de Leguizamon;Salta;Argentina;pl_id_2602;-24.7898018;-65.4124786;point_of_interest;;4.9;OPERATIONAL
Pena Restaurant La Panaderia Del Chuna;Salta;Argentina;pl_id_2603;-24.7842831;-65.4117779;restaurant;2.0;4.1;OPERATIONAL
