line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
1957;Muy lindo;Very nice;Es una caminata y un paseo tranquilo donde se puede apreciar el cerro con todos los colores. Es recomendable;It is a hike and a quiet walk where you can appreciate the hill with all its colors. It is recommended;4.0;Paseo de los Colorados;attraction;robertobW2022BV;id_172;4.7;1553.0;Purmamarca;Argentina;11.0;2018.0;4;4
1958;Comida regular;Regular food;Tuvimos q esperar mucho a q nos atiendan yo pedi una suprema q estaba aceitosa.la moza pidio disculpas y fue correcta.no volveria;We had to wait a long time to be served, I ordered a supreme that was oily, the waitress apologized and was correct, I would not return.;2.0;Tierra de Colores;restaurant;robertobW2022BV;id_172;3.7;463.0;Purmamarca;Argentina;11.0;2018.0;3;2
1959;Experiencia unica y diferente;Unique and different experience;Conocimos a Fabricio q nos llevo un paseo con llamas en Purmamarca. Nos parecio diferente y muy hermoso. Fuera del circuito conocido. Lo recomendamos !!;We met Fabricio who took us on a llama ride in Purmamarca. We found it different and very beautiful. Off the beaten track. We highly recommend it!;5.0;Aniacho Turismo Activo;attraction;robertobW2022BV;id_172;4.9;451.0;Purmamarca;Argentina;11.0;2018.0;4;4
1960;Todo muy bien. Gastronomia. Servicios.-;All very good. Gastronomy. Services.;Un comentario positivo, sacaria el placard exterior de madera y lo pondria adaptado en el lugar de los estantes decorativos que avanzan hacia el baño.- Todo pa...;A positive comment, I would take out the exterior wooden closet and put it in place of the decorative shelves that lead to the bathroom - All for the bathroom....;5.0;Hotel Finca Maria Cristina;hotel;robertobW2022BV;id_172;3.8;1506.0;Brandsen;Argentina;9.0;2015.0;3;4
1961;Paseo Historico;Historical Walk;Un lugar cargado de historia, paseo obligado de todo turista y no tan turista. Un pedazo de histora de bs. as.-;A place full of history, a must for every tourist and not so tourist. A piece of history of Buenos Aires.;5.0;Cafe Tortoni;restaurant;robertobW2022BV;id_172;4.2;20201.0;Buenos Aires;Argentina;11.0;2014.0;3;4
1962;Lugar historico y Cultural;Historical and Cultural Site;Un ex cine convertido en una impactante libreria. Rescataron la arquitectura y el estilo en toda su magnitud.- Diga de recorrerla.-;A former cinema converted into a stunning bookstore. They rescued the architecture and the style in all its magnitude - Say to tour it.;5.0;El Ateneo Grand Splendid;attraction;robertobW2022BV;id_172;4.7;23435.0;Buenos Aires;Argentina;4.0;2015.0;3;4
1963;Museo Moderno;Modern Museum;Museo de una arquitectura racionalista, muy recomendable para recorrerlo, independientemente de las muestras ocasionales. Emplazado en un circuito historico y ...;Museum of a rationalist architecture, very recommendable to visit it, independently of the occasional exhibitions. It is located in a historical circuit and ...;5.0;Fundacion Proa;attraction;robertobW2022BV;id_172;4.5;1283.0;Buenos Aires;Argentina;10.0;2014.0;3;4
1964;Excelente;Excellent;Repetimos la experiencia una vez mas, muy buena la infraestructura, la comodidad, decoración y la atención distinguida y esmerada, cualidades muy difíciles en u...;We repeated the experience once again, very good infrastructure, comfort, decoration and distinguished and careful attention, very difficult qualities in a hotel.;5.0;Sosiego Apartamentos;hotel;robertobW2022BV;id_172;4.8;196.0;Tandil;Argentina;1.0;2015.0;3;4
1965;Es más un hotel que un hostel;It is more of a hotel than a hostel;Las habitaciones son comodas y ofrecen lo justo y necesario. La atención también es correcta. Mi principal critica es que no es un hostel, porque no ofrece luga...;The rooms are comfortable and offer just what is necessary. The attention is also correct. My main criticism is that it is not a hostel, because it does not offer a place to...;3.0;;hotel;fjiannan;id_173;3.0;28.0;Purmamarca;Argentina;11.0;2018.0;3;3
1966;Realmente tiene forma de pollera;It really is shaped like a skirt;Si no te avisan donde está seguramente te lo perdes porque no es tan diferente al resto del paisaje. Sin embargo, una vez que te lo mencionan realmente ves una ...;If they don't tell you where it is, you'll probably miss it because it's not that different from the rest of the landscape. However, once they mention it to you you really see a ...;4.0;Cerro Pollera de la Coya;attraction;fjiannan;id_173;4.4;36.0;Purmamarca;Argentina;11.0;2018.0;3;3
1967;Gran mirador;Great viewpoint;Es muy fácil subir y se tiene una gran vista del pueblo y, más importante aún, del cerro de siete colores.;It is very easy to climb and you have a great view of the town and, more importantly, of the seven-colored hill.;4.0;Cerro El Porito;attraction;fjiannan;id_173;4.3;94.0;Purmamarca;Argentina;11.0;2018.0;4;5
1968;Es un simple cabildo;It is a simple lobby;No hay mucho para destacar es un simple cabildo de estilo colonial. No hay nada especial en eso salvo para sacar una foto de su fachada.;There is not much to highlight is a simple colonial style cabildo. There is nothing special about it except to take a picture of its facade.;3.0;Cabildo de Purmamarca;attraction;fjiannan;id_173;4.0;234.0;Purmamarca;Argentina;11.0;2018.0;3;2
1969;Una iglesía más;One more church;Es la típica iglesia de pueblo. Está bien mantenida y tiene sus lindos adornos religiosos. Aunque para ser honestos, la única razón para visitar la iglesia es q...;It is a typical village church. It is well maintained and has its nice religious decorations. Although to be honest, the only reason to visit the church is that it is a...;3.0;Iglesia de Santa Rosa de Lima;attraction;fjiannan;id_173;4.2;549.0;Purmamarca;Argentina;11.0;2018.0;4;3
1970;todos venden lo mismo;all sell the same;La plaza en si misma, es una pequeña manzana verde rodeada de puestos de mercadería supuestamente artesanal, pero son simplementes revendedores de alguna fábric...;The square itself is a small green block surrounded by stalls of supposedly handcrafted merchandise, but they are simply resellers of some factory....;2.0;Plaza 9 de Julio;attraction;fjiannan;id_173;4.2;839.0;Purmamarca;Argentina;11.0;2018.0;3;2
1971;Muy linda vista;Very nice view;Linda vista donde se puede tener una amplia vista de la cuesta del lipan. Es un hermoso paisaje pero no me pareció muy llamativo. Es colorido y las curvas de la...;Nice view where you can have a wide view of the lipan slope. It is a beautiful landscape but I did not find it very striking. It is colorful and the curves of the...;4.0;Abra de Potrerillos Mirador a 4170msnm;attraction;fjiannan;id_173;4.7;122.0;Purmamarca;Argentina;11.0;2018.0;4;4
1972;Lindo paseo (los colores cambia según horario del día);Nice walk (the colors change according to the time of day);El paseo en realidad es un camino de ripio para autos que podes tranquilamente hacer caminando. El paisaje es lindo, pero no es muy difierente al de la zona. I...;The ride is actually a gravel road for cars that you can easily walk. The scenery is nice, but it is not very different from that of the area. I...;4.0;Paseo de los Colorados;attraction;fjiannan;id_173;4.7;1553.0;Purmamarca;Argentina;11.0;2018.0;4;4
1973;No perderselo a la madrugada;Not to be missed in the early morning hours;LLegué a Purmarca a la tarde y me pareció muy lindo el cerro, pero como había oído que la mejor luz para ver el cerro era a la mañana, me desperté bien temprano...;I arrived at Purmarca in the afternoon and I found the hill very beautiful, but as I had heard that the best light to see the hill was in the morning, I woke up very early...;5.0;The Hill of Seven Colors;attraction;fjiannan;id_173;4.8;3166.0;Purmamarca;Argentina;11.0;2018.0;3;4
1974;Hermosa cena;Hermosa cena;Escogimos este lugar solamente por estar cerca de nuestro hospedaje y nos llevamos una enorme sorpresa. La pasamos excelente! El servicios es muy bueno y los pl...;We chose this place only because it was close to our lodging and we were very surprised. We had an excellent time! The service is very good and the rooms are very...;5.0;Tierra de Colores;restaurant;fjiannan;id_173;3.7;463.0;Purmamarca;Argentina;11.0;2018.0;3;4
1975;Riquisima comida regional;Delicious regional food;En mis vacaciones en Salta fuimos dos veces porque la comida es riquisima. Esta muy bien ambientado y los mozos están vestidos como gauchos. Comimos empandas, t...;On my vacation in Salta we went twice because the food is delicious. It is very well decorated and the waiters are dressed like gauchos. We ate empandas, t...;4.0;Dona Salta;restaurant;fjiannan;id_173;4.2;4201.0;Salta;Argentina;11.0;2018.0;3;4
1976;Niebla sobre londres;Fog over London;Excelente sala. Es exactamente el tipo de sala de escape que me gusta. Desde el momento que uno entra está siempre en movimiento y resolviendo enigmas. Cada ace...;Excellent room. It is exactly the kind of escape room I like. From the moment you enter you are always moving and solving puzzles. Every ace...;5.0;Escape Buenos Aires;attraction;fjiannan;id_173;5.0;100.0;Buenos Aires;Argentina;5.0;2018.0;3;4
1977;Mal arranque;Bad start;Fui cuando recién había abierto y claramente les faltaba cosas por resolver. Para empezar teníamos reserva a las 11 am y el local recién abrió 11:05 y encima cu...;I went when it had just opened and they clearly had some things to resolve. For starters, we had a reservation at 11 am and the place just opened at 11:05 am and on top of that we had to...;2.0;Club del Escape Buenos Aires;attraction;fjiannan;id_173;4.5;92.0;Buenos Aires;Argentina;11.0;2017.0;2;3
1978;Mensaje por error y actividad paranormal;Error message and paranormal activity;Muy buenas salas. Me gustó mas actividad paranormal, pero mensaje por error tiene lo suyo. Prefiero las salas de escape games nuñez pero estás son igualmente bu...;Very good rooms. I liked more paranormal activity, but error message has its own. I prefer the escape games nuñez rooms but these are just as good.;4.0;Escape Games Suc Saavedra;attraction;fjiannan;id_173;4.7;143.0;Buenos Aires;Argentina;6.0;2018.0;3;3
1979;Buenas salas pero son las peores de la franquicia;Good rooms but the worst of the franchise;Me encantan las salas de escape games pero lamentablemente en esta sucursal están sus peores salas. Hice todas y la única que realmente me gustó fue Breaking Ba...;I love escape games rooms but unfortunately this branch has their worst rooms. I've done them all and the only one I really liked was Breaking Ba...;3.0;Escape Games Suc San Telmo;attraction;fjiannan;id_173;4.7;68.0;Buenos Aires;Argentina;5.0;2018.0;2;4
1980;Por lo menos son económicas;At least they are economical;Hice las salas escape de alcatraz y la tercera guerra mundial. En ambas salas hubo cosas que me fastidiaron mucho e hicieron a la experiencia muy irritable. Ade...;I did the alcatraz escape room and the third world war escape room. In both rooms there were things that really annoyed me and made the experience very irritating. Ade...;2.0;Mision Imposible;attraction;fjiannan;id_173;3.9;34.0;Buenos Aires;Argentina;4.0;2018.0;3;2
1981;Buenas ideas pero resultados problemáticos;Good ideas but problematic results;Hice las tres salas de la empresa. En todas las salas hubo claros problemas de mantenimiento. En una nos dieron linternas que se le acabaron las pilas rápidamen...;I did all three of the company's rooms. In all the rooms there were clear maintenance problems. In one we were given flashlights that quickly ran out of batteries...;2.0;Malasia Escape Palermo;attraction;fjiannan;id_173;3.8;28.0;Buenos Aires;Argentina;7.0;2018.0;3;3
1982;Los mejores juegos de mesa;The best board games;A pesar de ser una salida para realizar con amigos, fui solo y rápidamente me sumaron a un grupo. La experiencia fue excelente ya que todos allí quieren jugar y...;Although it was an outing to do with friends, I went alone and they quickly added me to a group. The experience was excellent because everyone there wants to play and...;5.0;Conexion Berlin Juegos;attraction;fjiannan;id_173;5.0;1.0;Buenos Aires;Argentina;3.0;2018.0;4;3
1983;Terror de verdad;Real terror;Hicimos la sala el granero y realmente presenta una propuesta de terror que asusta de forma contundente. Lamentablemente la sala tenía unos problemas técnicos q...;We did the room the barn and it really presents a proposal of terror that scares in a forceful way. Unfortunately the room had some technical problems that made it difficult to...;4.0;Agilmente;attraction;fjiannan;id_173;4.0;1.0;Buenos Aires;Argentina;9.0;2018.0;3;2
1984;El Incunable Perdido - Sala divertida;El Incunable Perdido - Fun Room;Fui con mi hermano y la pasamos muy bien. Es una sala muy divertida y dinámica que te mantiene entretenido durante toda la experiencia. Espero con ansias sus pr...;I went with my brother and we had a great time. It is a very fun and dynamic room that keeps you entertained throughout the experience. I look forward to your pr...;4.0;Get Out;attraction;fjiannan;id_173;4.0;1.0;Buenos Aires;Argentina;9.0;2018.0;3;4
1985;Agradable rincón español en Buenos Aires;Pleasant Spanish corner in Buenos Aires;La Gran Taberna es de aquellos lugares donde el momento se comparte. Los platos son abundantes y el personal colabora en lograr la elección mas conveniente para...;La Gran Taberna is one of those places where the moment is shared. The dishes are abundant and the staff collaborates in achieving the most convenient choice for...;4.0;;restaurant;Stay518769;id_174;3.7;602.0;Buenos Aires;Argentina;8.0;2019.0;4;3
1986;Rincon europeo en Sudamérica;European corner in South America;Recorrer pausadamente durante el fin de semana la Av. de Mayo es realmente un placer. Desde Plaza de Mayo a la Plaza de los Dos Congresos encontraremos no solo ...;A leisurely stroll along Av. de Mayo during the weekend is a real pleasure. From Plaza de Mayo to Plaza de los Dos Congresos, we will find not only the ...;4.0;Avenida de Mayo;attraction;Stay518769;id_174;4.3;2476.0;Buenos Aires;Argentina;5.0;2019.0;3;3
1987;Un paseo obligatorio;A mandatory walk;Llegar a Purmamarca es desprenderse de lo actual para bajar algunos cambios y adentrarse en un cultura muy particular. Caminando, despacio es facil dar con la P...;Arriving at Purmamarca is to detach from the present to go down some changes and enter into a very particular culture. Walking slowly, it is easy to find the P....;4.0;Plaza 9 de Julio;attraction;Stay518769;id_174;4.2;839.0;Purmamarca;Argentina;12.0;2017.0;3;3
1988;Para admirar en silencio;To admire in silence;El NorOeste de la Argentina es una región con gran cantidad de encantos, pero la naturaleza parece haber concentrado fundamentalmente en Purmamarca y los cerros...;The northwest of Argentina is a region with a great deal of charms, but nature seems to have concentrated mainly in Purmamarca and the hills...;5.0;The Hill of Seven Colors;attraction;Stay518769;id_174;4.8;3166.0;Purmamarca;Argentina;12.0;2017.0;4;3
1989;Al alcance de todos;Within everyone's reach;Con una ubicación muy buena y un menú variado y accesible La Lechuza se presenta como una interesante posibilidad para pasar un buen momento. Agil, rápida y ama...;With a very good location and a varied and accessible menu, La Lechuza is an interesting possibility to have a good time. Agile, fast and friendly...;4.0;La Lechuza Restaurant;restaurant;Stay518769;id_174;3.6;1424.0;El Calafate;Argentina;9.0;2018.0;3;4
1990;Simbolo de la ciudad;Symbol of the city;Poco como museo marítimo y mucho de tratar de mostrar lo conveniente que fue para la ciudad algo que se cerró hace mas de 70 años cuando la mitad de la població...;Little as a maritime museum and a lot of trying to show how convenient it was for the city something that was closed more than 70 years ago when half the population of the city was...;3.0;Museo Maritimo de Ushuaia;attraction;Stay518769;id_174;4.1;5439.0;Ushuaia;Argentina;9.0;2018.0;3;3
1991;Deseo cumplido;Wish fulfilled;"Visitar Ushuaia y no navegar por el Canal de Beagle sería imperdonable. La ciudad ""mira"" hacia el Canal.";"Visiting Ushuaia and not sailing the Beagle Channel would be unforgivable. The city ""looks"" towards the Channel.";4.0;Canal Beagle;attraction;Stay518769;id_174;4.6;8105.0;Ushuaia;Argentina;9.0;2018.0;3;3
1992;Five o'clock tea;Five o'clock tea;"Si el objetivo es buscar un lugar para la pausa diaria de la tarde y que sea en un bello espacio, ""La Cabaña..."" cumple con las condiciones apropiadas. A escaso...";"If the objective is to find a place for the daily afternoon break in a beautiful space, ""La Cabaña..."" meets the appropriate conditions. Just a few...";5.0;La Cabana Casa de te;restaurant;Stay518769;id_174;4.1;1430.0;Ushuaia;Argentina;9.0;2018.0;3;4
1993;Para recorrerlo en cualquier momento;To go through it at any time;Además de proporcionar la ventaja de viajar desde Rio Ceballos/Salsipuedes a La Falda sin pasar por Córdoba, Villa Carlos Paz y Cosquín este camino ofrece unos ...;In addition to providing the advantage of traveling from Rio Ceballos/Salsipuedes to La Falda without passing through Córdoba, Villa Carlos Paz and Cosquín, this road offers some ...;5.0;El Camino del Cuadrado;attraction;Stay518769;id_174;4.4;913.0;Córdoba;Argentina;7.0;2018.0;3;3
1994;El hippie terminó siendo yuppie;The hippie ended up being a yuppie;Quizás teníamos muchas expectativas, pero mas allá de la firma de ver la vida, era la oportunidad de compartir con nuestros hijos los ideales y vivencias de nue...;Perhaps we had high expectations, but beyond the signature of seeing life, it was the opportunity to share with our children the ideals and experiences of our new life.;1.0;Museo Hippie;attraction;Stay518769;id_174;2.9;40.0;San Marcos Sierras;Argentina;7.0;2018.0;3;3
1995;Demasiada fama y poco servicio;Too much fame and not enough service;Si fuiste cliente te piden completar una encuesta y te mandan beneficios q cuando deseas usarlos tienen una excusa para no darlos. Si no hay mesa te piden q esp...;If you were a customer they ask you to complete a survey and send you benefits that when you want to use them they have an excuse not to give them. If there is no table, they ask you to wait for...;2.0;El Club De La Milanesa;restaurant;Stay518769;id_174;3.5;160.0;Córdoba;Argentina;7.0;2018.0;2;3
1996;Un clásico de Rosario que se sostiene en el tiempo;A Rosario classic that stands the test of time;La parrilla La Estancia es un lugar donde se desea regresar. Posee un muy buen nivel gastronómico y de atención al público. Interesante es tener en cuenta la po...;La Estancia Grill is a place where you want to come back. It has a very good gastronomic level and customer service. It is interesting to take into account the po...;4.0;Parrilla La Estancia;restaurant;Stay518769;id_174;4.0;973.0;Rosario;Argentina;7.0;2017.0;4;4
1997;Intimo;Intimo;Es muy coqueto y con una excelente acustica No tiene gran tamaño lo que permite sentirse cerca del escenario.;It is very coquettish and has excellent acoustics. It is not very big, which allows you to feel close to the stage.;4.0;Teatro El Circulo;attraction;Stay518769;id_174;4.7;1237.0;Rosario;Argentina;3.0;2017.0;3;3
1998;Descuido total;Total neglect;Uno de los puntos de interés que se presentan sobre Colonia es el real de San Carlos y su plaza de Toros. Realmente el descuido y estado de abandono de las otro...;One of the points of interest that are presented on Colonia is the real San Carlos and its bullring. Really the neglect and state of abandonment of the other...;2.0;Plaza de toros Real de San Carlos;attraction;Stay518769;id_174;3.3;2219.0;Colonia del Sacramento;Uruguay;7.0;2016.0;3;3
1999;visita con amigos;visit with friends;bien atendido, buena mercadería comparando precios los tes y el café de buena calidad así mismo como las porciones de postre;good service, good merchandise comparing prices, teas and coffee of good quality as well as dessert portions.;3.0;;restaurant;_robertoemilioh;id_175;2.9;41.0;Bernal;Argentina;3.0;2019.0;3;4
2000;restaurante bien puesto hace más de 20 años que voy;I have been going to this restaurant for more than 20 years.;un restaurante que se agiorna constantemente, se preocupa por la calidad de su atención como de las comidas que sirven, debe ser el único restaurante con normas...;a restaurant that is constantly improving itself, is concerned about the quality of its service and the quality of the food it serves, must be the only restaurant with standards...;5.0;Chiquitin;restaurant;_robertoemilioh;id_175;4.2;672.0;Villa Gesell;Argentina;3.0;2019.0;2;4
2001;muy buena atencion;very good service;la comida es muy buena, son comidas europeas de mi conocimiento por tradicion familiar, el único incoveniente fue hace 10 días, cuando pido un buen vino blanco ...;The food is very good, European food I know from my family tradition, the only drawback was 10 days ago, when I asked for a good white wine ...;3.0;Mariska;restaurant;_robertoemilioh;id_175;4.5;30.0;Villa Gesell;Argentina;3.0;2019.0;4;4
2002;muy buena atencion;very good service;muy buena la calidad de la masa, como así los rellenos, ambiente confortable, familiar buena atención;very good quality of the dough, as well as the fillings, comfortable environment, family atmosphere, good service.;4.0;Notti;restaurant;_robertoemilioh;id_175;3.6;9.0;Bernal;Argentina;11.0;2018.0;4;4
2003;lugar agradable y bien atendido;pleasant and well attended place;lugar agradable familiar, bien atendido con mozos con experiencia, platos muy abundantes son para compartir y sabrosos y no es caro;nice family place, well attended with experienced waiters, very abundant dishes are to share and tasty and not expensive.;4.0;La Corzuela;restaurant;_robertoemilioh;id_175;3.9;156.0;San Miguel de Tucuman;Argentina;9.0;2018.0;4;4
2004;maravillosa historia de tucuman;wonderful history of tucuman;es en paseo muy importante, están los vestigios de una cultura indígena muy importante, una persona hace la introducción historica y luego uno sigue solo;is a very important walk, there are the vestiges of a very important indigenous culture, a person makes the historical introduction and then one continues alone.;4.0;Museo Historico Pte Nicolas Avellaneda;attraction;_robertoemilioh;id_175;4.2;67.0;San Miguel de Tucuman;Argentina;9.0;2018.0;4;4
2005;es revivir la historia;is to relive history;es importante para ubicarnos en el tiempo histórico, y el desarrollo de nuestra independencia, lastima que se suspendió luz y sonido, yo lo he vivido hace mucho...;it is important to place us in the historical time, and the development of our independence, it is a pity that light and sound were suspended, I have lived it for a long time...;5.0;Casa Historica de Tucuman;attraction;_robertoemilioh;id_175;4.3;2472.0;San Miguel de Tucuman;Argentina;9.0;2018.0;3;4
2006;muy buena atencion;very good service;un hotel con muy buena atención la gente que trabaja muy cálida, me aconsejaron cuando supieron del robo que sufrí de los documentos en la terminal de micros. f...;a hotel with very good service, the people who work there are very warm, they advised me when they knew about the theft of my documents at the bus station.;4.0;Amerian Tucuman Apart Suites;hotel;_robertoemilioh;id_175;4.2;769.0;San Miguel de Tucuman;Argentina;9.0;2018.0;4;4
2007;es toda una experiencia;is an experience;es una postal de personas originarias artesanas cada uno con su puesto,con productos variados ,hay que caminar primero preguntando precios, y luego hacer las c...;it is a postcard of original artisan people, each one with his own stand, with a variety of products, you have to walk first asking prices, and then do the shopping....;5.0;Plaza 9 de Julio;attraction;_robertoemilioh;id_175;4.2;839.0;Purmamarca;Argentina;9.0;2018.0;3;4
2008;se come muy bien ,es abundante;the food is very good and plentiful;es un lugar agradable y esa noche había música en vivo un dúo muy bueno que tocaba folclore, buena atención buena comida;it is a nice place and that night there was live music, a very good duo playing folklore, good service, good food.;4.0;Comedor El Algarrobo;restaurant;_robertoemilioh;id_175;3.9;48.0;Purmamarca;Argentina;9.0;2018.0;4;5
2009;exelente travesia;exelente travesia;esta en un lugar exelente, detras del cerro de 7 colores. es un hotel boutique , son cabañas individuales, de acceso facil, se debe caminar lentamente, te traen...;it is in an excellent location, behind the hill of 7 colors. it is a boutique hotel, they are individual cabins, easy access, you must walk slowly, they bring you to the...;4.0;Paseo de los Colorados;attraction;_robertoemilioh;id_175;4.7;1553.0;Purmamarca;Argentina;9.0;2018.0;3;3
2010;muy buena atencion;very good service;es un hotel de primera calidad, buen servicio de desayuno, personal muy amable y respetuoso, no dejan que uno cargue con las valijas, la habitación exelente , e...;it is a first class hotel, good breakfast service, very friendly and respectful staff, they do not let you carry your luggage, the room is excellent, the staff is very kind and...;5.0;Hotel Alejandro I;hotel;_robertoemilioh;id_175;4.6;1835.0;Salta;Argentina;9.0;2018.0;4;4
2011;BUEN AVION,UN BACK BUENAS BUTACAS Y ASIENTOS DE A DOS, CON BUEN ESPACIO PARA LAS PIERNAS Y PEQUEÑA PANTALLA PARA VER PE;GOOD PLANE, A GOOD BACK, GOOD SEATS AND SEATS FOR TWO, WITH GOOD LEG ROOM AND SMALL SCREEN TO WATCH MOVIES.;bien atendido, para cenar bolsita de semillas, salió a horario , el problema es la discriminación entre lops sky y el resto se siente de segunda, que suban pri...;The problem is the discrimination between sky lops and the rest of the people who feel second class, that they have to raise their prices.;4.0;Aerolineas Argentinas;;_robertoemilioh;id_175;3.5;15529.0;Mundo;;9.0;2018.0;3;2
2012;muy buena atencion;very good service;muy buena la comida, la picada es abundante y muy buena la cerveza y la especialidad comida al disco;the food is very good, the picada is abundant and the beer is very good and the disco food is a specialty.;4.0;Cerveceria Popular;restaurant;_robertoemilioh;id_175;4.1;66.0;Bernal;Argentina;5.0;2018.0;4;5
2013;es hermoso el paseo;the ride is beautiful;da gusto ver el cuidado sobre la ecología, la erradicación del zoo. llevando a los últimos animales a ambientes abiertos y protegidos. es imponente el monumento...;it is nice to see the care about the ecology, the eradication of the zoo. taking the last animals to open and protected environments. the monument is imposing...;5.0;Portones del Parque San Martin;attraction;_robertoemilioh;id_175;4.4;844.0;Mendoza;Argentina;4.0;2018.0;4;4
2014;atendido por jóvenes muy respetuosos y amables;staffed by very respectful and friendly young people;las pizzas muy sabrosas y con abundante queso y productos según el tipo de pizza, las empanadas muy buenas y buena cerveza tirada, muy original la servilleta q...;very tasty pizzas with plenty of cheese and products according to the type of pizza, very good empanadas and good beer on tap, very original the napkin that is used to serve the pizza....;4.0;Pizzaiolo;restaurant;_robertoemilioh;id_175;4.1;604.0;Mendoza;Argentina;4.0;2018.0;4;4
2015;MALA EXPERIENCIA;BAD EXPERIENCE;estuvimos con mi mujer en semana santa, el baño sin bidet, muy pequeño, todo se empapaba, habitación antigua con un mini placard con humedad, y un estante sin c...;We stayed with my wife during Easter week, the bathroom without bidet, very small, everything was soaking wet, old room with a mini closet with moisture, and a shelf with no water....;1.0;Hotel Carollo Gold;hotel;_robertoemilioh;id_175;3.0;268.0;Mendoza;Argentina;3.0;2018.0;3;2
2016;MUY BUENA EXPERIENCIA;VERY GOOD EXPERIENCE;fuimos 3 veces a cenar por la cálida atención y exelente comida buena relación precio servicio, tiene una cava de gran variedad, la carne es muy buena ,ensalada...;we went 3 times for dinner for the warm attention and excellent food, good value for money service, has a wide variety of wine cellar, the meat is very good, salad,...;5.0;La Barra;restaurant;_robertoemilioh;id_175;4.2;628.0;Mendoza;Argentina;3.0;2018.0;3;4
2017;exelente travesia;exelente travesia;agencia puntual al recogerte por el hotel, hicimos alta montaña, la guía una persona muy cálida, y sobre todo con un amplio conocimiento geográfico, geológico e...;Punctual agency to pick you up at the hotel, we made high mountain, the guide a very warm person, and above all with a broad geographical, geological and geological knowledge...;4.0;Huentata;attraction;_robertoemilioh;id_175;4.1;196.0;Mendoza;Argentina;4.0;2018.0;3;4
2018;Como en casa!!!!;As at home!!!!;Recomendable en un 100%, Todo lo que uno pretende en un hotel está allí. Desayuno casero completísimo. Habitación amplia, cómoda, luminosa y muy buen baño. Si b...;100% recommendable, everything you would expect in a hotel is there. Very complete homemade breakfast. Spacious, comfortable, bright room and very good bathroom. If you ...;5.0;;hotel;inesbaume;id_176;4.5;286.0;Míkonos;Grecia;9.0;2019.0;3;4
2019;Hay que recorrerlo!!!;It is a must see!!!;Es la culminación del recorrido de la Acrópolis. Vale le pena la vista panorámica de Atenas. Recomiendo visitarlo a primera hora ya que es impresionante la ca...;It is the culmination of the Acropolis tour. It is worth the panoramic view of Athens. I recommend visiting it first thing in the morning because it is impressive...;5.0;Parthenon;attraction;inesbaume;id_176;4.7;17627.0;Atenas;Grecia;9.0;2019.0;4;4
2020;Imponente!!!;Imposing!!!;Es imponente si se lo ubica en el tiempo en que se construyó. Para apreciarlo mejor sería conveniente leer anticipadamente algo de la historia y los personajes ...;It is imposing if you place it in the time in which it was built. To appreciate it better, it would be convenient to read in advance some of the history and characters ...;5.0;Acropolis;attraction;inesbaume;id_176;4.6;37479.0;Atenas;Grecia;9.0;2019.0;3;4
2021;Es especial!;It is special!;Si bien está muy cerca del centro antiguo, posee hermosas casas y gran cantidad de restos antiguos. Muy recomendables sus callecitas y gran cantidad de bares pa...;Although it is very close to the old center, it has beautiful houses and a large number of ancient remains. Highly recommended its small streets and a large number of bars to enjoy the...;4.0;Plaka;attraction;inesbaume;id_176;4.5;16605.0;Atenas;Grecia;9.0;2019.0;4;4
2022;Vale la pena hacerlo!;It is worth doing!;Generalmente la cantidad de días que uno dedica a Atenas no son los suficientes para conocerla plenamente. Hicimos los dos recorridos. El histórico que resumió ...;Usually the amount of days one spends in Athens is not enough to get to know it fully. We did both tours. The historical one that summarized ...;4.0;City Sightseeing Athens;attraction;inesbaume;id_176;4.0;1915.0;Atenas;Grecia;9.0;2019.0;4;3
2023;Muy buena experiencia!!!!;Very good experience!!!!;Muy buena atención por parte de todo el personal. Si bien las habitaciones no son muy amplias, las camas muy cómodas. El baño era pequeño pero sin inconveniente...;Very good attention from all the staff. Although the rooms are not very spacious, the beds are very comfortable. The bathroom was small but without inconvenience....;4.0;Attalos Hotel;hotel;inesbaume;id_176;4.2;2485.0;Atenas;Grecia;9.0;2019.0;4;3
2024;Recomendable.Un placer!!!!!;Recommended. A pleasure!!!!!;La relación precio , servicio y ubicación son perfectos. La habitación era cómoda aunque un poco oscura. El baño buenísimo. El servicio y la atención muy buenas...;The price, service and location are perfect. The room was comfortable although a bit dark. The bathroom was very good. The service and attention very good....;4.0;Hotel Cortezo;hotel;inesbaume;id_176;3.7;1120.0;Madrid;España;9.0;2019.0;4;4
2025;Mas fama que excelente servicio;More fame than excellent service;Es un buen lugar, con mucho tiempo de espera ( es necesario hacer reserva) La cantidad de gente hace que el servicio si bien no es malo , tenga ciertas falencia...;It is a good place, with a long waiting time (it is necessary to make a reservation). The amount of people makes the service, although it is not bad, has some flaws....;3.0;Dona Salta;restaurant;inesbaume;id_176;4.2;4201.0;Salta;Argentina;7.0;2018.0;4;3
